Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
88,Jay Bell\bellja01,33,ARI,NL,151,688,589,132,170,32,6,38,112,7,4,82,132,0.289,0.374,0.557,0.931,131,328,9,4,4,9,2,*4/D6
649,Travis Lee*\leetr01,24,ARI,NL,120,436,375,57,89,16,2,9,50,17,3,58,50,0.237,0.337,0.363,0.7,77,136,10,0,0,3,4,*3/9
775,Damian Miller\milleda02,29,ARI,NL,86,320,296,35,80,19,0,11,47,0,0,19,78,0.27,0.316,0.446,0.762,90,132,6,2,0,3,3,2
1103,Kelly Stinnett\stinnke01,29,ARI,NL,88,317,284,36,66,13,0,14,38,2,1,24,83,0.232,0.302,0.426,0.728,81,121,4,5,2,2,2,2
375,Andy Fox*\foxan01,28,ARI,NL,99,320,274,34,70,12,2,6,33,4,1,33,61,0.255,0.351,0.38,0.731,85,104,4,9,1,3,10,65
410,Bernard Gilkey\gilkebe01,32,ARI,NL,94,241,204,28,60,16,1,8,39,2,2,29,42,0.294,0.379,0.5,0.879,120,102,7,2,1,5,2,97
324,Erubiel Durazo*\durazer01,25,ARI,NL,52,185,155,31,51,4,2,11,30,1,1,26,43,0.329,0.422,0.594,1.015,153,92,1,1,0,3,1,3
383,Hanley Frias#\friasha01,25,ARI,NL,69,180,150,27,41,3,2,1,16,4,3,29,18,0.273,0.391,0.34,0.731,87,51,2,0,1,0,2,6/4
74,Tony Batista\batisto01,25,ARI,NL,44,164,144,16,37,5,0,5,21,2,0,16,17,0.257,0.335,0.396,0.731,84,57,1,2,0,2,3,6
235,Greg Colbrunn\colbrgr01,29,ARI,NL,67,153,135,20,44,5,3,5,24,1,1,12,23,0.326,0.392,0.519,0.911,128,70,3,4,0,2,0,3/5D
303,David Dellucci*\delluda01,25,ARI,NL,63,123,109,27,43,7,1,1,15,2,0,11,24,0.394,0.463,0.505,0.968,145,55,3,3,0,0,0,97/8D
586,Randy Johnson\johnsra05,35,ARI,NL,33,104,97,1,12,4,0,0,6,0,0,0,46,0.124,0.124,0.165,0.289,-28,16,1,0,7,0,0,1
276,Omar Daal*\daalom01,27,ARI,NL,30,77,69,8,16,2,0,0,4,0,0,2,10,0.232,0.254,0.261,0.514,30,18,2,0,6,0,0,1
99,Andy Benes\benesan01,31,ARI,NL,31,73,58,6,9,0,0,1,5,0,0,4,17,0.155,0.222,0.207,0.429,9,12,1,1,10,0,0,1
969,Armando Reynoso\reynoar02,33,ARI,NL,29,58,49,3,8,2,0,0,2,0,0,1,26,0.163,0.18,0.204,0.384,-3,10,0,0,8,0,0,1
29,Brian Anderson#\anderbr02,27,ARI,NL,31,42,38,4,5,0,1,1,2,1,0,2,10,0.132,0.171,0.263,0.434,7,10,1,0,1,1,0,1
1105,Todd Stottlemyre*\stottto01,34,ARI,NL,17,40,32,0,4,1,0,0,0,0,0,5,12,0.125,0.243,0.156,0.399,4,5,0,0,3,0,0,1
489,Lenny Harris*\harrile01,34,ARI,NL,19,30,29,2,11,1,0,1,7,1,0,0,1,0.379,0.367,0.517,0.884,120,15,0,0,0,1,0,/59
1011,Rob Ryan*\ryanro02,26,ARI,NL,20,30,29,4,7,1,0,2,5,0,0,1,8,0.241,0.267,0.483,0.749,84,14,0,0,0,0,0,/97
928,Dante Powell\powelda01,25,ARI,NL,22,28,25,4,4,3,0,0,1,2,1,2,6,0.16,0.222,0.28,0.502,26,7,0,0,1,0,0,/89
1196,Turner Ward#\wardtu01,34,ARI,NL,10,26,23,6,8,1,0,2,7,0,0,2,6,0.348,0.385,0.652,1.037,155,15,0,0,0,1,0,/98
64,Rod Barajas\barajro01,23,ARI,NL,5,18,16,3,4,1,0,1,3,0,0,1,1,0.25,0.294,0.5,0.794,96,8,0,0,1,0,0,/2
1260,Ernie Young\younger02,29,ARI,NL,6,15,11,1,2,0,0,0,0,0,0,3,2,0.182,0.4,0.182,0.582,54,2,0,1,0,0,0,/97
308,Edwin Diaz\diazed03,24,ARI,NL,4,8,5,2,2,2,0,0,1,0,0,3,1,0.4,0.625,0.8,1.425,257,4,0,0,0,0,1,/46
1121,Greg Swindell\swindgr01,34,ARI,NL,61,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,2,0,0,1
218,Bobby Chouinard\chouibo01,27,ARI,NL,30,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0,1
840,Vladimir Nunez\nunezvl01,24,ARI,NL,26,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
532,Darren Holmes\holmeda01,33,ARI,NL,42,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
1012,Erik Sabel\sabeler01,24,ARI,NL,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
616,Byung-Hyun Kim\kimby01,20,ARI,NL,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
622,Danny Klassen\klassda01,23,ARI,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,408,1,0,0,0,0,0,
915,Dan Plesac*\plesada01,37,ARI,NL,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
195,Dan Carlson\carlsda01,29,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
381,John Frascatore\frascjo01,29,ARI,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
706,Matt Mantei\mantema01,25,ARI,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
856,Gregg Olson\olsongr01,32,ARI,NL,59,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0,0,0,0,0,0,1
872,Vicente Padilla\padilvi01,21,ARI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1135,Amaury Telemaco\telemam01,25,ARI,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1183,Ed Vosberg*\vosbeed01,37,ARI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
135,Bret Boone\boonebr01,30,ATL,NL,152,671,608,102,153,38,1,20,63,14,9,47,112,0.252,0.31,0.416,0.726,83,253,11,5,9,2,0,*4
589,Andruw Jones\jonesan01,22,ATL,NL,162,679,592,97,163,35,5,26,84,24,12,76,103,0.275,0.365,0.483,0.848,114,286,12,9,0,2,11,*8
597,Brian Jordan\jordabr01,32,ATL,NL,153,645,576,100,163,28,4,23,115,13,8,51,81,0.283,0.346,0.465,0.811,104,268,9,9,0,9,2,*9
592,Chipper Jones#\jonesch06,27,ATL,NL,157,701,567,116,181,41,1,45,110,25,3,126,94,0.319,0.441,0.633,1.074,169,359,20,2,0,6,18,*5/6
1229,Gerald Williams\willige02,32,ATL,NL,143,467,422,76,116,24,1,17,68,19,11,33,67,0.275,0.335,0.457,0.792,99,193,8,6,4,2,1,*79/8
623,Ryan Klesko*\kleskry01,28,ATL,NL,133,466,404,55,120,28,2,21,80,5,2,53,69,0.297,0.376,0.532,0.908,128,215,6,2,0,7,8,37/D
890,Eddie Perez\perezed02,31,ATL,NL,104,339,309,30,77,17,0,7,30,0,1,17,40,0.249,0.299,0.372,0.671,70,115,9,6,4,3,4,2/3
1208,Walt Weiss#\weisswa01,35,ATL,NL,110,327,279,38,63,13,4,2,29,7,3,35,48,0.226,0.315,0.323,0.637,63,90,1,3,6,4,1,6
680,Javy Lopez\lopezja01,28,ATL,NL,65,269,246,34,78,18,1,11,45,0,3,20,41,0.317,0.375,0.533,0.908,128,131,6,3,0,0,2,2/D
459,Ozzie Guillen*\guilloz01,35,ATL,NL,92,255,232,21,56,16,0,1,20,4,2,15,17,0.241,0.284,0.323,0.607,54,75,6,0,5,3,2,6/54
1061,Randall Simon*\simonra01,24,ATL,NL,90,237,218,26,69,16,0,5,25,2,2,17,25,0.317,0.367,0.459,0.826,109,100,10,1,0,1,6,3
549,Brian Hunter\huntebr01,31,ATL,NL,114,223,181,28,45,12,1,6,30,0,1,31,40,0.249,0.367,0.425,0.792,101,77,6,4,5,2,1,3/7
513,Jose Hernandez\hernajo01,29,ATL,NL,48,180,166,22,42,8,0,4,19,4,1,12,44,0.253,0.302,0.373,0.675,71,62,5,0,1,1,3,6/37
671,Keith Lockhart*\lockhke01,34,ATL,NL,108,184,161,20,42,3,1,1,21,3,1,19,21,0.261,0.337,0.311,0.648,67,50,2,1,0,3,0,45/D
834,Otis Nixon#\nixonot01,40,ATL,NL,84,176,151,31,31,2,1,0,8,26,7,23,15,0.205,0.309,0.232,0.54,41,35,1,0,1,1,1,7/8
781,Kevin Millwood\millwke01,24,ATL,NL,31,86,78,4,12,2,0,1,6,0,0,2,29,0.154,0.175,0.218,0.393,-1,17,2,0,6,0,0,1
820,Greg Myers*\myersgr01,33,ATL,NL,34,86,72,10,16,2,0,2,9,0,0,13,16,0.222,0.337,0.333,0.671,72,24,1,0,0,1,2,2
416,Tom Glavine*\glavito02,33,ATL,NL,33,77,65,3,9,1,0,0,4,0,0,5,17,0.138,0.2,0.154,0.354,-8,10,0,0,7,0,0,1
696,Greg Maddux\maddugr01,33,ATL,NL,31,79,64,7,11,1,1,2,7,0,0,1,18,0.172,0.197,0.313,0.509,27,20,0,1,13,0,0,1
1072,John Smoltz\smoltjo01,32,ATL,NL,29,72,62,11,17,4,0,1,7,0,0,5,28,0.274,0.338,0.387,0.725,84,24,0,1,4,0,0,1
893,Odalis Perez*\perezod01,21,ATL,NL,17,34,30,1,4,0,0,0,3,0,0,0,10,0.133,0.133,0.133,0.267,-32,4,0,0,4,0,0,1
76,Howard Battle\battlho01,27,ATL,NL,15,19,17,2,6,0,0,1,5,0,0,2,3,0.353,0.421,0.529,0.95,140,9,1,0,0,0,0,/5
811,Terry Mulholland\mulhote01,36,ATL,NL,16,20,16,2,2,0,0,0,0,0,0,2,4,0.125,0.222,0.125,0.347,-8,2,1,0,2,0,0,1
216,Bruce Chen*\chenbr01,22,ATL,NL,15,12,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-100,0,0,0,1,0,0,1
305,Mark DeRosa\derosma01,24,ATL,NL,7,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/6
351,Jorge Fabregas*\fabrejo01,29,ATL,NL,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,2,0,0,0,0,/23
729,Pascual Matos\matospa01,24,ATL,NL,6,8,8,0,1,0,0,0,2,0,0,0,1,0.125,0.125,0.125,0.25,-36,1,1,0,0,0,0,/2
676,George Lombard*\lombage01,23,ATL,NL,6,7,6,1,2,0,0,0,0,2,0,1,2,0.333,0.429,0.333,0.762,98,2,0,0,0,0,0,/79
1082,Justin Speier\speieju01,25,ATL,NL,18,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,71,1,0,0,0,0,0,1
396,Freddy Garcia\garcifr01,26,ATL,NL,2,3,2,1,1,0,0,1,1,0,0,1,1,0.5,0.667,2,2.667,543,4,0,0,0,0,0,/7
743,Kevin McGlinchy\mcglike01,22,ATL,NL,61,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
962,Mike Remlinger*\remlimi01,33,ATL,NL,70,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,2,0,0,1
330,Derrin Ebert\ebertde01,22,ATL,NL,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/1
545,John Hudek#\hudekjo01,32,ATL,NL,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
1036,Rudy Seanez\seaneru01,30,ATL,NL,52,2,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,43,0,0,0,0,0,0,1
113,Sean Bergman\bergmse01,29,ATL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
146,Micah Bowie*\bowiemi01,24,ATL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
208,Mike Cather\cathemi01,28,ATL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
257,David Cortes\corteda01,25,ATL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
983,John Rocker\rockejo01,24,ATL,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1094,Russ Springer\sprinru01,30,ATL,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1109,Everett Stull\stullev01,27,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1241,Joe Winkelsas\winkejo01,25,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1246,Mark Wohlers\wohlema01,29,ATL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1113,B.J. Surhoff*\surhob.01,34,BAL,AL,162,727,673,104,207,38,1,28,107,5,1,43,78,0.308,0.347,0.492,0.839,116,331,15,2,1,8,1,*7D/5
140,Mike Bordick\bordimi01,33,BAL,AL,160,708,631,93,175,35,7,10,77,14,4,54,102,0.277,0.334,0.403,0.737,92,254,25,5,8,10,1,*6
89,Albert Belle\belleal01,32,BAL,AL,161,722,610,108,181,36,1,37,117,17,3,101,82,0.297,0.4,0.541,0.941,143,330,19,7,0,4,15,*9/D
28,Brady Anderson*\anderbr01,35,BAL,AL,150,692,564,109,159,28,5,24,81,36,7,96,105,0.282,0.404,0.477,0.881,129,269,6,24,1,7,7,*8D/7
240,Jeff Conine\coninje01,33,BAL,AL,139,485,444,54,129,31,1,13,75,0,3,30,40,0.291,0.335,0.453,0.787,103,201,12,3,1,7,0,3D/795
581,Charles Johnson\johnsch04,27,BAL,AL,135,492,426,58,107,19,1,16,54,0,0,55,107,0.251,0.34,0.413,0.753,96,176,13,4,4,3,2,*2
59,Harold Baines*\baineha01,40,BAL,AL,107,390,345,57,111,16,1,24,81,1,2,43,38,0.322,0.395,0.583,0.977,151,201,14,0,0,2,3,D
975,Cal Ripken Jr.\ripkeca01,38,BAL,AL,86,354,332,51,113,27,0,18,57,0,1,13,31,0.34,0.368,0.584,0.952,144,194,14,3,3,3,3,5
306,Delino DeShields*\deshide01,30,BAL,AL,96,374,330,46,87,11,2,6,34,11,8,37,52,0.264,0.339,0.364,0.702,84,120,5,1,5,1,0,4
226,Will Clark*\clarkwi02,35,BAL,AL,77,294,251,40,76,15,0,10,29,2,2,38,42,0.303,0.395,0.482,0.877,128,121,5,2,0,3,2,3/D
473,Jerry Hairston\hairsje02,23,BAL,AL,50,193,175,26,47,12,1,4,17,9,4,11,24,0.269,0.323,0.417,0.74,92,73,2,3,4,0,0,4
950,Jeff Reboulet\rebouje01,35,BAL,AL,99,192,154,25,25,4,0,0,4,1,0,33,29,0.162,0.317,0.188,0.506,37,29,1,2,3,0,0,546
27,Rich Amaral\amarari01,37,BAL,AL,91,156,137,21,38,8,1,0,11,9,6,15,20,0.277,0.348,0.35,0.699,84,48,1,1,1,2,0,98D7/345
783,Ryan Minor\minorry01,25,BAL,AL,46,133,124,13,24,7,0,3,10,1,0,8,43,0.194,0.241,0.323,0.563,46,40,1,0,0,1,0,5/3
364,Mike Figga\figgami01,28,BAL,AL,41,91,86,12,19,4,0,1,5,0,2,2,27,0.221,0.236,0.302,0.538,40,26,1,0,2,1,0,2
620,Gene Kingsale#\kingsge01,22,BAL,AL,28,95,85,9,21,2,0,0,7,1,3,5,13,0.247,0.301,0.271,0.572,51,23,3,2,2,1,0,8/D
869,Willis Otanez\otanewi01,26,BAL,AL,29,89,80,7,17,3,0,2,11,0,0,6,16,0.213,0.273,0.325,0.598,56,26,3,1,1,1,0,5/3D
731,Derrick May*\mayde01,30,BAL,AL,26,54,49,5,13,0,0,4,12,0,0,4,6,0.265,0.315,0.51,0.825,111,25,2,0,0,1,0,/D97
909,Calvin Pickering*\pickeca01,22,BAL,AL,23,51,40,4,5,1,0,1,5,0,0,11,16,0.125,0.314,0.225,0.539,44,9,1,0,0,0,0,/3D
1205,Lenny Webster\webstle01,34,BAL,AL,16,45,36,1,6,1,0,0,3,0,0,8,5,0.167,0.333,0.194,0.528,43,7,1,1,0,0,0,2/D
399,Jesse Garcia\garcije01,25,BAL,AL,17,34,29,6,6,0,0,2,2,0,0,2,3,0.207,0.258,0.414,0.672,72,12,1,0,3,0,0,/645D
817,Mike Mussina*\mussimi01,30,BAL,AL,3,11,11,1,3,1,0,0,4,0,0,0,1,0.273,0.273,0.364,0.636,65,4,0,0,0,0,0,1
293,Tommy Davis\davisto03,26,BAL,AL,5,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-12,1,1,0,0,0,0,/23
340,Scott Erickson\ericksc01,31,BAL,AL,2,7,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0,1
468,Juan Guzman\guzmaju01,32,BAL,AL,2,6,6,0,1,0,0,0,1,0,0,0,4,0.167,0.167,0.167,0.333,-12,1,0,0,0,0,0,1
920,Sidney Ponson\ponsosi01,22,BAL,AL,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0,1
582,Jason Johnson\johnsja02,25,BAL,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
245,Rocky Coppinger\coppiro01,25,BAL,AL,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,426,1,0,0,0,0,0,1
579,Doug Johns\johnsdo04,31,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
132,Ricky Bones\bonesri01,30,BAL,AL,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
602,Scott Kamieniecki\kamiesc01,35,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
791,Gabe Molina\molinga01,24,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
862,Jesse Orosco\oroscje01,42,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
970,Arthur Rhodes*\rhodear01,29,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1145,Mike Timlin\timlimi01,33,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
844,Troy O'Leary*\o'leatr01,29,BOS,AL,157,661,596,84,167,36,4,28,103,1,2,56,91,0.28,0.343,0.495,0.838,108,295,21,4,0,5,5,*7/9
847,Jose Offerman#\offerjo01,30,BOS,AL,149,693,586,107,172,37,11,8,69,18,12,96,79,0.294,0.391,0.435,0.826,108,255,11,2,2,7,5,*4D/3
403,Nomar Garciaparra\garcino01,25,BOS,AL,135,595,532,103,190,42,4,27,104,14,3,51,39,0.357,0.418,0.603,1.022,153,321,11,8,0,4,7,*6
1162,Jason Varitek#\varitja01,27,BOS,AL,144,544,483,70,130,39,2,20,76,1,2,46,85,0.269,0.33,0.482,0.813,101,233,13,2,5,8,2,*2/D
656,Darren Lewis\lewisda01,31,BOS,AL,135,538,470,63,113,14,6,2,40,16,10,45,52,0.24,0.311,0.309,0.62,57,145,5,5,14,4,0,*89/D
1159,John Valentin\valenjo02,32,BOS,AL,113,503,450,58,114,27,1,12,70,0,1,40,68,0.253,0.315,0.398,0.713,78,179,11,4,1,8,2,*5/D
1096,Mike Stanley\stanlmi02,36,BOS,AL,136,512,427,59,120,22,0,19,72,0,0,70,94,0.281,0.393,0.466,0.859,115,199,8,11,0,4,3,*3D
283,Brian Daubach*\daubabr01,27,BOS,AL,110,420,381,61,112,33,3,21,73,0,1,36,92,0.294,0.36,0.562,0.921,127,214,5,3,0,0,0,3D/75
835,Trot Nixon*\nixontr01,25,BOS,AL,124,447,381,67,103,22,5,15,52,3,1,53,75,0.27,0.357,0.472,0.83,107,180,7,3,2,8,1,*9
