Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
500,Vladimir Guerrero\guerrvl01,29,ANA,AL,156,680,612,124,206,39,2,39,126,15,3,52,74,0.337,0.391,0.598,0.989,157,366,19,8,0,8,14,*9D
375,Chone Figgins#\figgich01,26,ANA,AL,148,638,577,83,171,22,17,5,60,34,13,49,94,0.296,0.35,0.419,0.77,103,242,6,0,10,2,0,5846/9D7
331,David Eckstein\eckstda01,29,ANA,AL,142,637,566,92,156,24,1,2,35,16,5,42,49,0.276,0.339,0.332,0.671,79,188,11,13,14,2,1,*6/D
505,Jose Guillen\guilljo01,28,ANA,AL,148,621,565,88,166,28,3,27,104,5,4,37,92,0.294,0.352,0.497,0.849,121,281,14,15,0,3,5,*7D/9
347,Darin Erstad*\erstada01,30,ANA,AL,125,543,495,79,146,29,1,7,69,16,1,37,74,0.295,0.346,0.4,0.746,97,198,9,4,3,4,1,*3
644,Adam Kennedy*\kennead01,28,ANA,AL,144,533,468,70,130,20,5,10,48,15,5,41,92,0.278,0.351,0.406,0.757,100,190,10,13,9,2,7,*4
29,Garret Anderson*\anderga01,32,ANA,AL,112,475,442,57,133,20,1,14,75,2,1,29,75,0.301,0.343,0.446,0.789,107,197,3,1,0,3,6,8D
835,Bengie Molina\molinbe01,29,ANA,AL,97,363,337,36,93,13,0,10,54,0,1,18,35,0.276,0.313,0.404,0.717,88,136,18,2,2,4,1,2/D
271,Jeff DaVanon#\davanje02,30,ANA,AL,108,337,285,41,79,11,4,7,34,18,3,46,54,0.277,0.372,0.418,0.79,109,119,2,0,1,5,2,897D
448,Troy Glaus\glaustr01,27,ANA,AL,58,242,207,47,52,11,1,18,42,2,3,31,52,0.251,0.355,0.575,0.93,140,119,6,3,0,1,3,D5
836,Jose Molina\molinjo01,29,ANA,AL,73,218,203,26,53,10,2,3,25,4,1,10,52,0.261,0.296,0.374,0.67,76,76,6,0,5,0,0,2/3D
1071,Tim Salmon\salmoti01,35,ANA,AL,60,206,186,15,47,7,0,2,23,1,0,14,41,0.253,0.306,0.323,0.628,67,60,2,2,0,4,0,D/97
987,Robb Quinlan\quinlro01,27,ANA,AL,56,177,160,23,55,14,0,5,23,3,1,14,26,0.344,0.401,0.525,0.926,142,84,1,2,0,1,0,53/7D9
669,Casey Kotchman*\kotchca01,21,ANA,AL,38,128,116,7,26,6,0,0,15,3,0,7,11,0.224,0.289,0.276,0.565,51,32,3,4,0,1,3,3/D
519,Shane Halter\haltesh01,34,ANA,AL,46,121,114,10,23,5,0,4,13,1,1,7,30,0.202,0.248,0.351,0.599,56,40,3,0,0,0,0,5/43D6
27,Alfredo Amezaga#\amezaal01,26,ANA,AL,73,105,93,12,15,2,0,2,11,3,2,3,24,0.161,0.212,0.247,0.459,21,23,2,3,6,0,0,654/D
926,Josh Paul\pauljo01,29,ANA,AL,46,81,70,11,17,3,0,2,10,2,1,7,17,0.243,0.308,0.371,0.679,79,26,2,0,3,1,0,2/7D
804,Dallas McPherson*\mcpheda01,23,ANA,AL,16,43,40,5,9,1,0,3,6,1,0,3,17,0.225,0.279,0.475,0.754,94,19,0,0,0,0,0,5
977,Curtis Pride*\pridecu01,35,ANA,AL,35,42,40,5,10,3,0,0,3,1,0,0,11,0.25,0.268,0.325,0.593,56,13,1,1,1,0,0,7/98D
1023,Adam Riggs\riggsad01,31,ANA,AL,16,37,36,2,7,3,0,0,3,1,0,1,10,0.194,0.216,0.278,0.494,29,10,2,0,0,0,0,/7D34
840,Raul Mondesi\mondera01,33,ANA,AL,8,37,34,2,4,1,0,1,1,0,1,2,4,0.118,0.189,0.235,0.424,11,8,1,1,0,0,0,/8D
415,Andres Galarraga\galaran01,43,ANA,AL,7,11,10,1,3,0,0,1,2,0,0,0,3,0.3,0.364,0.6,0.964,149,6,1,1,0,0,0,/D3
1232,Jarrod Washburn*\washbja01,29,ANA,AL,3,7,5,0,2,0,0,0,1,0,0,0,0,0.4,0.4,0.4,0.8,113,2,0,0,2,0,0,1
228,Bartolo Colon\colonba01,31,ANA,AL,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
908,Ramon Ortiz\ortizra02,31,ANA,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,1,0,0,0,0,1
350,Kelvim Escobar\escobke01,28,ANA,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
676,John Lackey\lackejo01,25,ANA,AL,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
555,Matt Hensley\henslma01,25,ANA,AL,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
1091,Aaron Sele\seleaa01,34,ANA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
1098,Scot Shields\shielsc01,28,ANA,AL,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
1187,Derrick Turnbow\turnbde01,26,ANA,AL,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
306,Brendan Donnelly\donnebr01,32,ANA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
484,Kevin Gregg\greggke01,26,ANA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
938,Troy Percival\percitr01,34,ANA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1049,Francisco Rodriguez\rodrifr03,22,ANA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
214,Alex Cintron#\cintral01,25,ARI,NL,154,613,564,56,148,31,7,4,49,3,3,31,59,0.262,0.301,0.363,0.665,68,205,11,2,12,4,2,*64/5
576,Shea Hillenbrand\hillesh02,28,ARI,NL,148,604,562,68,174,36,3,15,80,2,0,24,49,0.31,0.348,0.464,0.812,104,261,18,12,0,6,2,*35
63,Danny Bautista\bautida01,32,ARI,NL,141,582,539,64,154,27,1,11,65,6,2,35,66,0.286,0.332,0.401,0.733,85,216,20,4,1,3,2,*9/8D
1181,Chad Tracy*\tracych01,24,ARI,NL,143,532,481,45,137,29,3,8,53,2,3,45,60,0.285,0.343,0.407,0.75,90,196,11,0,1,5,3,*53/7
380,Steve Finley*\finlest01,39,ARI,NL,104,456,404,61,111,16,1,23,48,8,4,40,52,0.275,0.338,0.49,0.828,107,198,9,1,6,5,1,8/D
464,Luis Gonzalez*\gonzalu01,36,ARI,NL,105,451,379,69,98,28,5,17,48,2,2,68,58,0.259,0.373,0.493,0.866,118,187,9,2,0,2,11,7/D
513,Scott Hairston\hairssc01,24,ARI,NL,101,364,339,39,84,15,6,13,29,3,3,21,88,0.248,0.293,0.442,0.735,83,150,4,1,2,1,0,4/79
1161,Luis Terrero\terrelu01,24,ARI,NL,62,255,229,21,56,14,0,4,14,10,2,20,78,0.245,0.319,0.358,0.677,72,82,5,5,1,0,2,8/97
520,Robby Hammock\hammoro01,27,ARI,NL,62,210,195,22,47,16,2,4,18,3,3,13,39,0.241,0.287,0.405,0.692,73,79,9,0,1,1,6,27/5
137,Juan Brito\britoju01,24,ARI,NL,54,184,171,17,35,7,0,3,12,1,0,9,41,0.205,0.246,0.298,0.544,37,51,6,1,1,2,1,2
