Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
366,Tony Graffanino\graffto01,24,ATL,NL,22,52,46,7,8,1,1,0,2,0,0,4,13,0.174,0.25,0.239,0.489,28,11,0,1,0,1,0,4
791,Luis Polonia*\polonlu01,32,ATL,NL,22,33,31,3,13,0,0,0,2,1,1,1,3,0.419,0.424,0.419,0.844,120,13,0,0,0,1,0,/7
447,Tyler Houston*\houstty01,25,ATL,NL,33,28,27,3,6,2,1,1,8,0,0,1,9,0.222,0.25,0.481,0.731,84,13,1,0,0,0,0,3/7
61,Danny Bautista\bautida01,24,ATL,NL,17,23,20,1,3,0,0,0,1,0,0,2,5,0.15,0.261,0.15,0.411,10,3,3,1,0,0,0,9/87
860,Jason Schmidt\schmija01,23,ATL,NL,13,22,19,1,0,0,0,0,1,0,0,2,9,0,0.095,0,0.095,-72,0,0,0,1,0,0,1
698,Denny Neagle*\neaglde01,27,ATL,NL,6,15,14,0,2,0,0,0,2,0,0,1,3,0.143,0.2,0.143,0.343,-9,2,0,0,0,0,0,/1
1007,Terrell Wade*\wadete01,23,ATL,NL,44,16,13,0,2,0,0,0,1,0,0,1,7,0.154,0.214,0.154,0.368,-2,2,1,0,2,0,0,1
86,Mike Bielecki\bielemi01,36,ATL,NL,40,12,10,1,1,0,0,0,1,0,0,2,5,0.1,0.25,0.1,0.35,-4,1,0,0,0,0,0,1
38,Joe Ayrault\ayraujo01,24,ATL,NL,7,6,5,0,1,0,0,0,0,0,0,0,1,0.2,0.333,0.2,0.533,43,1,1,1,0,0,0,/2
1061,Brad Woodall#\woodabr01,27,ATL,NL,8,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,43,1,0,0,0,0,0,/1
1058,Mark Wohlers\wohlema01,26,ATL,NL,77,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,1
110,Joe Borowski\borowjo01,25,ATL,NL,22,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0,1
205,Brad Clontz\clontbr01,25,ATL,NL,81,5,2,1,0,0,0,0,0,0,0,2,2,0,0.5,0,0.5,45,0,0,0,1,0,0,1
605,Pablo Martinez#\martipa03,27,ATL,NL,4,3,2,1,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1,161,1,0,0,1,0,0,/6
102,Pedro Borbon\borbope02,28,ATL,NL,43,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,421,1,0,0,0,0,0,1
404,Dean Hartgraves\hartgde01,29,ATL,NL,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
955,Tom Thobe*\thobeto01,26,ATL,NL,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
570,Kevin Lomon\lomonke01,24,ATL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
633,Greg McMichael\mcmicgr01,29,ATL,NL,73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
865,Carl Schutz*\schutca01,24,ATL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
827,Cal Ripken Jr.\ripkeca01,35,BAL,AL,163,707,640,94,178,40,1,26,102,1,2,59,78,0.278,0.341,0.466,0.807,102,298,28,4,0,4,3,*6/5
741,Rafael Palmeiro*\palmera01,31,BAL,AL,162,732,626,110,181,40,2,39,142,8,0,95,96,0.289,0.381,0.546,0.927,132,342,9,3,0,8,12,*3/D
99,Bobby Bonilla#\bonilbo01,33,BAL,AL,159,693,595,107,171,27,5,28,116,1,3,75,85,0.287,0.363,0.491,0.853,114,292,13,5,0,17,7,9D/35
12,Roberto Alomar#\alomaro01,28,BAL,AL,153,699,588,132,193,43,4,22,94,17,6,90,65,0.328,0.411,0.527,0.938,136,310,14,1,8,12,10,*4D
19,Brady Anderson*\anderbr01,32,BAL,AL,149,687,579,117,172,37,5,50,110,21,8,76,106,0.297,0.396,0.637,1.034,156,369,11,22,6,4,1,*8/D
936,B.J. Surhoff*\surhob.01,31,BAL,AL,143,590,537,74,157,27,6,21,82,0,1,47,79,0.292,0.352,0.482,0.834,109,259,7,3,2,1,8,57D/3
433,Chris Hoiles\hoilech01,31,BAL,AL,127,481,407,64,105,13,0,25,73,0,1,57,97,0.258,0.356,0.474,0.83,108,193,7,9,1,7,1,*2/3
252,Mike Devereaux\devermi01,33,BAL,AL,127,363,323,49,74,11,2,8,34,8,2,34,53,0.229,0.305,0.35,0.655,66,113,8,2,2,2,0,*978D
393,Jeffrey Hammonds\hammoje01,25,BAL,AL,71,282,248,38,56,10,1,9,27,3,3,23,53,0.226,0.301,0.383,0.684,72,95,7,4,6,1,1,79/8D
687,Eddie Murray#\murraed02,40,BAL,AL,64,263,230,36,59,12,0,10,34,1,0,27,42,0.257,0.327,0.439,0.766,92,101,6,0,0,6,4,D
790,Luis Polonia*\polonlu01,32,BAL,AL,58,187,175,25,42,4,1,2,14,8,6,10,20,0.24,0.285,0.309,0.594,51,54,10,1,1,0,0,7D/9
826,Billy Ripken\ripkebi01,31,BAL,AL,57,147,135,19,31,8,0,2,12,0,0,9,18,0.23,0.281,0.333,0.614,55,45,4,1,1,1,0,45/3
1076,Todd Zeile\zeileto01,30,BAL,AL,29,132,117,17,28,8,0,5,19,0,0,15,16,0.239,0.326,0.436,0.762,91,51,2,0,0,0,0,5
1072,Gregg Zaun#\zaungr01,25,BAL,AL,50,123,108,16,25,8,1,1,13,0,0,11,15,0.231,0.309,0.352,0.661,67,38,3,2,0,2,2,2
945,Tony Tarasco*\tarasto01,25,BAL,AL,31,92,84,14,20,3,0,1,9,5,3,7,15,0.238,0.297,0.31,0.606,54,26,1,0,1,0,0,9/D8
898,Mark Smith\smithma03,26,BAL,AL,27,84,78,9,19,2,0,4,10,0,2,3,20,0.244,0.298,0.423,0.721,80,33,0,3,0,0,0,7/9D
8,Manny Alexander\alexama02,25,BAL,AL,53,73,68,6,7,0,0,0,4,3,3,3,27,0.103,0.141,0.103,0.244,-37,7,2,0,2,0,0,6/457D1
116,Brent Bowers*\bowerbr01,25,BAL,AL,21,39,39,6,12,2,0,0,3,0,0,0,7,0.308,0.308,0.359,0.667,68,14,1,0,0,0,0,7
474,Pete Incaviglia\incavpe01,32,BAL,AL,12,35,33,4,10,2,0,2,8,0,0,0,7,0.303,0.314,0.545,0.86,112,18,0,1,0,1,0,/7D
747,Mark Parent\parenma01,34,BAL,AL,18,36,33,4,6,1,0,2,6,0,0,2,10,0.182,0.229,0.394,0.623,54,13,1,0,1,0,0,2
467,Jeff Huson*\husonje01,31,BAL,AL,17,30,28,5,9,1,0,0,2,0,0,1,3,0.321,0.333,0.357,0.69,75,10,0,0,0,1,0,4/59
251,Cesar Devarez\devarce01,26,BAL,AL,10,19,18,3,2,0,1,0,0,0,0,1,3,0.111,0.158,0.222,0.38,-5,4,0,0,0,0,0,2
525,Gene Kingsale#\kingsge01,19,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/8
690,Randy Myers*\myersra01,33,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
825,Arthur Rhodes*\rhodear01,26,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
992,Mo Vaughn*\vaughmo01,28,BOS,AL,161,752,635,118,207,29,1,44,143,2,0,95,154,0.326,0.42,0.583,1.003,150,370,17,14,0,8,19,*3D
983,John Valentin\valenjo02,29,BOS,AL,131,606,527,84,156,29,3,13,59,9,10,63,59,0.296,0.374,0.436,0.811,104,230,15,7,2,7,0,*65/D
715,Troy O'Leary*\o'leatr01,26,BOS,AL,149,552,497,68,129,28,5,15,81,3,2,47,80,0.26,0.327,0.427,0.753,88,212,13,4,1,3,3,*978
693,Tim Naehring\naehrti01,29,BOS,AL,116,489,430,77,124,16,0,17,65,2,1,49,63,0.288,0.363,0.444,0.808,103,191,14,4,2,4,4,*5/4
330,Jeff Frye\fryeje01,29,BOS,AL,105,486,419,74,120,27,2,4,41,18,4,54,57,0.286,0.372,0.389,0.761,93,163,6,5,5,3,0,4/6798D
920,Mike Stanley\stanlmi02,33,BOS,AL,121,473,397,73,107,20,1,24,69,2,0,69,62,0.27,0.383,0.506,0.889,122,201,8,5,0,2,3,2D
484,Reggie Jefferson#\jeffere01,27,BOS,AL,122,418,386,67,134,30,4,19,74,0,0,25,89,0.347,0.388,0.593,0.981,143,229,11,3,0,4,5,D73
162,Jose Canseco\cansejo01,31,BOS,AL,96,432,360,68,104,22,1,28,82,3,1,63,82,0.289,0.4,0.589,0.989,146,212,7,6,0,3,3,D7/9
372,Mike Greenwell*\greenmi01,32,BOS,AL,77,318,295,35,87,20,1,7,44,4,0,18,27,0.295,0.336,0.441,0.777,94,130,11,2,0,3,3,7/89
405,Bill Haselman\haselbi01,30,BOS,AL,77,257,237,33,65,13,1,8,34,4,2,19,52,0.274,0.331,0.439,0.77,92,104,13,1,0,0,3,2/3D
120,Darren Bragg*\braggda01,26,BOS,AL,58,264,222,38,56,14,1,3,22,6,4,36,39,0.252,0.357,0.365,0.722,83,81,3,2,1,3,2,89/7
214,Wil Cordero\cordewi01,24,BOS,AL,59,213,198,29,57,14,0,3,37,2,1,11,31,0.288,0.33,0.404,0.734,84,80,8,2,1,1,4,4D/3
969,Lee Tinsley#\tinslle01,27,BOS,AL,92,209,192,28,47,6,1,3,14,6,8,13,56,0.245,0.298,0.333,0.631,59,64,5,2,1,1,0,8/7D
229,Milt Cuyler#\cuylemi01,27,BOS,AL,50,134,110,19,22,1,2,2,12,7,3,13,19,0.2,0.299,0.3,0.599,52,33,1,3,7,1,0,89/D
587,Jose Malave\malavjo01,25,BOS,AL,41,105,102,12,24,3,0,4,17,0,0,2,25,0.235,0.257,0.382,0.639,59,39,0,1,0,0,0,9/7
874,Bill Selby*\selbybi01,26,BOS,AL,40,105,95,12,26,4,0,3,6,1,1,9,11,0.274,0.337,0.411,0.747,88,39,3,0,1,0,1,45/7D
653,Kevin Mitchell\mitchke01,34,BOS,AL,27,104,92,9,28,4,0,2,13,0,0,11,14,0.304,0.385,0.413,0.798,102,38,3,1,0,0,0,9/D7
340,Nomar Garciaparra\garcino01,22,BOS,AL,24,93,87,11,21,2,3,4,16,5,0,4,14,0.241,0.272,0.471,0.743,83,41,0,0,1,1,0,6/4D
445,Dwayne Hosey#\hoseydw01,29,BOS,AL,28,87,78,13,17,2,2,1,3,6,3,7,17,0.218,0.282,0.333,0.616,55,26,0,0,2,0,0,8/7D
208,Alex Cole*\coleal01,30,BOS,AL,24,83,72,13,16,5,1,0,7,5,3,8,11,0.222,0.296,0.319,0.616,56,23,2,0,2,1,0,8
836,Tony Rodriguez\rodrito01,25,BOS,AL,27,77,67,7,16,1,0,1,9,0,0,4,8,0.239,0.292,0.299,0.59,50,20,3,1,5,0,0,6/5
74,Esteban Beltre\beltres01,28,BOS,AL,27,68,62,6,16,2,0,0,6,1,0,4,14,0.258,0.299,0.29,0.589,50,18,1,0,1,1,0,5/46D
797,Arquimedez Pozo\pozoar01,22,BOS,AL,21,62,58,4,10,3,1,1,11,1,0,2,10,0.172,0.21,0.31,0.52,29,18,1,1,0,1,0,45/D
757,Rudy Pemberton\pemberu01,26,BOS,AL,13,45,41,11,21,8,0,1,10,3,1,2,4,0.512,0.556,0.78,1.336,233,32,0,2,0,0,0,9/7
590,Jeff Manto\mantoje01,31,BOS,AL,10,34,30,5,8,3,1,2,4,0,0,3,6,0.267,0.353,0.633,0.986,142,19,0,1,0,0,0,5/463
245,Alex Delgado\delgaal01,25,BOS,AL,26,24,20,5,5,0,0,0,1,0,0,3,3,0.25,0.348,0.25,0.598,55,5,0,0,1,0,0,2/57934
592,Jeff Manto\mantoje01,31,BOS,AL,12,23,18,3,2,0,0,0,2,0,0,5,6,0.111,0.304,0.111,0.415,11,2,0,0,0,0,0,
406,Scott Hatteberg*\hattesc01,26,BOS,AL,10,14,11,3,2,1,0,0,0,0,0,3,2,0.182,0.357,0.273,0.63,63,3,2,0,0,0,0,2
948,Jim Tatum\tatumji01,28,BOS,AL,2,8,8,1,1,0,0,0,0,0,0,0,2,0.125,0.125,0.125,0.25,-36,1,0,0,0,0,0,/5
709,Trot Nixon*\nixontr01,22,BOS,AL,2,4,4,2,2,1,0,0,0,1,0,0,1,0.5,0.5,0.75,1.25,210,3,0,0,0,0,0,/9
198,Phil Clark\clarkph02,28,BOS,AL,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,0,0,0,/35D
786,Greg Pirkl\pirklgr01,25,BOS,AL,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,
204,Roger Clemens\clemero02,33,BOS,AL,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,408,1,0,0,0,0,0,1
530,Brent Knackert\knackbr01,26,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
631,Walt McKeel\mckeewa01,24,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2
20,Garret Anderson*\anderga01,24,ANA,AL,150,642,607,79,173,33,2,12,72,7,9,27,84,0.285,0.314,0.405,0.719,82,246,22,0,5,3,5,*7/98D
848,Tim Salmon\salmoti01,27,ANA,AL,156,681,581,90,166,27,4,30,98,4,2,93,125,0.286,0.386,0.501,0.887,125,291,8,4,0,3,7,*9/D
903,J.T. Snow*\snowj.01,28,ANA,AL,155,641,575,69,148,20,1,17,67,1,6,56,96,0.257,0.327,0.384,0.711,81,221,19,5,2,3,6,*3
258,Gary Disarcina\disarga01,28,ANA,AL,150,576,536,62,137,26,4,5,48,2,1,21,36,0.256,0.286,0.347,0.633,61,186,16,2,16,1,0,*6
237,Chili Davis#\davisch01,36,ANA,AL,145,623,530,73,155,24,0,28,95,5,2,86,99,0.292,0.387,0.496,0.884,124,263,18,0,1,6,11,*D
993,Randy Velarde\velarra01,33,ANA,AL,136,611,530,82,151,27,3,14,54,7,7,70,118,0.285,0.372,0.426,0.799,104,226,7,5,4,2,0,*45/6
280,Jim Edmonds*\edmonji01,26,ANA,AL,114,483,431,73,131,28,3,27,66,4,0,46,101,0.304,0.375,0.571,0.946,137,246,8,4,0,2,2,*8/D
458,Rex Hudler\hudlere01,35,ANA,AL,92,317,302,60,94,20,3,16,40,14,5,9,54,0.311,0.337,0.556,0.893,123,168,7,3,2,1,0,48/D73
298,Jorge Fabregas*\fabrejo01,26,ANA,AL,90,279,254,18,73,6,0,2,26,0,1,17,27,0.287,0.326,0.335,0.661,70,85,7,0,3,5,3,2/D
26,George Arias\ariasge01,24,ANA,AL,84,274,252,19,60,8,1,6,28,2,0,16,50,0.238,0.284,0.349,0.633,61,88,6,0,6,0,2,5/D
290,Darin Erstad*\erstada01,22,ANA,AL,57,229,208,34,59,5,1,4,20,3,3,17,29,0.284,0.333,0.375,0.708,81,78,3,0,1,3,1,87/9
891,Don Slaught\slaugdo01,37,ANA,AL,62,224,207,23,67,9,0,6,32,0,0,13,20,0.324,0.366,0.454,0.82,108,94,12,2,0,2,0,2/D
1018,Tim Wallach\wallati01,38,ANA,AL,57,209,190,23,45,7,0,8,20,1,0,18,47,0.237,0.306,0.4,0.706,79,76,3,1,0,0,2,5/D3
452,Jack Howell*\howelja02,34,ANA,AL,66,136,126,20,34,4,1,8,21,0,1,10,30,0.27,0.324,0.508,0.831,108,64,3,0,0,0,0,5/D34
740,Orlando Palmeiro*\palmeor01,27,ANA,AL,50,98,87,6,25,6,1,0,6,0,1,8,13,0.287,0.361,0.379,0.74,90,33,1,2,1,0,1,8/97D
370,Todd Greene\greento02,25,ANA,AL,29,84,79,9,15,1,0,2,9,2,0,4,11,0.19,0.238,0.278,0.517,32,22,4,1,0,0,0,2/D
106,Pat Borders\bordepa01,33,ANA,AL,19,61,57,6,13,3,0,2,8,0,1,3,11,0.228,0.267,0.386,0.653,64,22,1,0,1,0,0,2
276,Damion Easley\easleda01,26,ANA,AL,28,54,45,4,7,1,0,2,7,0,0,6,12,0.156,0.255,0.311,0.566,44,14,0,0,3,0,0,6/458D
6,Mike Aldrete*\aldremi01,35,ANA,AL,31,46,40,5,6,1,0,3,8,0,0,5,4,0.15,0.239,0.4,0.639,59,16,3,0,0,1,0,/D793
862,Dick Schofield\schofdi02,33,ANA,AL,13,17,16,3,4,0,0,0,0,1,0,1,1,0.25,0.294,0.25,0.544,41,4,0,0,0,0,0,/645D
283,Robert Eenhoorn\eenhoro01,28,ANA,AL,6,15,15,1,4,0,0,0,0,0,0,0,2,0.267,0.267,0.267,0.533,37,4,0,0,0,0,0,/64
800,Chris Pritchett*\pritcch01,26,ANA,AL,5,13,13,1,2,0,0,0,1,0,0,0,3,0.154,0.154,0.154,0.308,-21,2,0,0,0,0,0,/3
975,Chris Turner\turnech01,27,ANA,AL,4,5,3,1,1,0,0,0,1,0,0,1,0,0.333,0.4,0.333,0.733,91,1,0,0,0,1,0,/27
396,Ryan Hancock\hancory01,24,ANA,AL,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,414,1,0,0,0,0,0,1
765,Troy Percival\percitr01,26,ANA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
111,Shawn Boskie\boskish01,29,ANA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/D
441,Mark Holzemer*\holzema01,26,ANA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
635,Brian McRae#\mcraebr01,28,CHC,NL,157,716,624,111,172,32,5,17,66,37,9,73,84,0.276,0.36,0.425,0.785,105,265,11,12,2,5,6,*8
851,Ryne Sandberg\sandbry01,36,CHC,NL,150,621,554,85,135,28,4,25,92,12,8,54,116,0.244,0.316,0.444,0.76,97,246,9,7,1,5,4,*4
364,Mark Grace*\gracema01,32,CHC,NL,142,616,547,88,181,39,1,9,75,2,3,62,41,0.331,0.396,0.455,0.851,123,249,18,1,0,6,8,*3
909,Sammy Sosa\sosasa01,27,CHC,NL,124,541,498,84,136,21,2,40,100,18,5,34,134,0.273,0.323,0.564,0.888,127,281,14,5,0,4,6,*9
361,Luis Gonzalez*\gonzalu01,28,CHC,NL,146,555,483,70,131,30,4,15,79,9,6,61,49,0.271,0.354,0.443,0.797,108,214,13,4,1,6,8,*7/3
875,Scott Servais\servasc01,29,CHC,NL,129,499,445,42,118,20,0,11,63,0,2,30,75,0.265,0.327,0.384,0.711,86,171,18,14,3,7,1,*2/3
357,Leo Gomez\gomezle02,30,CHC,NL,136,427,362,44,86,19,0,17,56,1,4,53,94,0.238,0.344,0.431,0.775,102,156,8,7,3,2,0,*5/36
420,Jose Hernandez\hernajo01,26,CHC,NL,131,363,331,52,80,14,1,10,41,4,0,24,97,0.242,0.293,0.381,0.674,75,126,10,1,5,2,4,65/48
850,Rey Sanchez\sanchre01,28,CHC,NL,95,324,289,28,61,9,0,1,12,7,1,22,42,0.211,0.272,0.253,0.525,39,73,6,3,8,2,6,6
585,Dave Magadan*\magadda01,33,CHC,NL,78,201,169,23,43,10,0,3,17,0,2,29,23,0.254,0.36,0.367,0.727,91,62,3,0,1,2,3,53
140,Scott Bullett*\bullesc01,27,CHC,NL,109,177,165,26,35,5,0,3,16,7,3,10,54,0.212,0.256,0.297,0.553,45,49,2,0,1,1,0,798
966,Ozzie Timmons\timmooz01,25,CHC,NL,65,157,140,18,28,4,0,7,16,1,0,15,30,0.2,0.282,0.379,0.661,71,53,1,1,1,0,0,79
448,Tyler Houston*\houstty01,25,CHC,NL,46,123,115,18,39,7,0,2,19,3,2,8,18,0.339,0.382,0.452,0.834,118,52,4,0,0,0,1,2/543
351,Doug Glanville\glanvdo01,25,CHC,NL,49,89,83,10,20,5,1,1,10,2,0,3,11,0.241,0.264,0.361,0.626,62,30,0,0,2,1,0,7/89
397,Todd Haney\haneyto01,30,CHC,NL,49,92,82,11,11,1,0,0,3,1,0,7,15,0.134,0.2,0.146,0.346,-7,12,1,0,2,1,0,4/56
695,Jaime Navarro\navarja01,29,CHC,NL,35,86,77,1,10,1,0,0,3,0,0,0,26,0.13,0.141,0.143,0.284,-25,11,1,1,8,0,0,1
131,Brant Brown*\brownbr01,25,CHC,NL,29,73,69,11,21,1,0,5,9,3,3,2,17,0.304,0.329,0.536,0.865,122,37,1,1,0,1,1,3
971,Steve Trachsel\trachst01,25,CHC,NL,31,73,66,3,7,2,0,1,5,0,0,1,20,0.106,0.119,0.182,0.301,-22,12,0,0,6,0,0,1
485,Robin Jennings*\jenniro01,24,CHC,NL,31,62,58,7,13,5,0,0,4,1,0,3,9,0.224,0.274,0.31,0.585,53,18,1,1,0,0,0,9
177,Frank Castillo\castifr01,27,CHC,NL,33,63,57,1,5,0,0,0,2,0,0,2,21,0.088,0.119,0.088,0.206,-45,5,0,0,4,0,0,1
262,Brian Dorsett\dorsebr01,35,CHC,NL,17,46,41,3,5,0,0,1,3,0,0,4,8,0.122,0.196,0.195,0.391,3,8,2,0,0,1,0,2
453,Mike Hubbard\hubbami01,25,CHC,NL,21,39,38,1,4,0,0,1,4,0,0,0,15,0.105,0.103,0.184,0.287,-27,7,1,0,0,1,0,2
141,Jim Bullinger\bulliji01,30,CHC,NL,38,41,32,8,8,3,0,2,6,0,0,5,11,0.25,0.368,0.531,0.9,133,17,0,1,3,0,0,1
882,Terry Shumpert\shumpte01,29,CHC,NL,27,35,31,5,7,1,0,2,6,0,1,2,11,0.226,0.286,0.452,0.737,90,14,0,1,0,1,0,5/46
48,Bret Barberie#\barbebr01,28,CHC,NL,15,37,29,4,1,0,0,1,2,0,1,5,11,0.034,0.176,0.138,0.314,-16,4,0,0,3,0,0,/456
521,Brooks Kieschnick*\kiescbr01,24,CHC,NL,25,32,29,6,10,2,0,1,6,0,0,3,8,0.345,0.406,0.517,0.923,140,15,0,0,0,0,0,/97
952,Amaury Telemaco\telemam01,22,CHC,NL,25,34,29,1,3,0,0,0,1,0,0,1,15,0.103,0.133,0.103,0.237,-37,3,0,0,4,0,0,1
321,Kevin Foster\fosteke01,27,CHC,NL,19,35,27,3,8,4,1,0,6,0,0,4,11,0.296,0.406,0.519,0.925,141,14,0,1,3,0,0,1
303,Felix Fermin\fermife01,32,CHC,NL,11,19,16,4,2,1,0,0,1,0,0,2,0,0.125,0.222,0.188,0.41,9,3,2,0,1,0,0,/46
157,Mike Campbell\campbmi01,32,CHC,NL,13,12,11,2,4,2,0,0,1,0,0,0,5,0.364,0.364,0.545,0.909,134,6,0,0,1,0,0,1
981,Pedro Valdes*\valdepe01,23,CHC,NL,9,9,8,2,1,1,0,0,1,0,0,1,5,0.125,0.222,0.25,0.472,24,2,0,0,0,0,0,/9
3,Terry Adams\adamste01,23,CHC,NL,69,7,6,0,0,0,0,0,0,0,0,1,3,0,0.143,0,0.143,-58,0,0,0,0,0,0,1
938,Dave Swartzbaugh\swartda01,28,CHC,NL,6,7,6,0,0,0,0,0,0,0,0,1,3,0,0.143,0,0.143,-58,0,0,0,0,0,0,/1
692,Rodney Myers\myersro01,27,CHC,NL,45,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0,1
755,Bob Patterson\pattebo01,37,CHC,NL,79,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,76,1,0,0,0,0,0,1
