Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
360,Darin Erstad*\erstada01,26,ANA,AL,157,747,676,121,240,39,6,25,100,28,8,64,82,0.355,0.409,0.541,0.951,137,366,8,1,2,4,9,*78D/3
31,Garret Anderson*\anderga01,28,ANA,AL,159,681,647,92,185,40,3,35,117,7,6,24,87,0.286,0.307,0.519,0.827,103,336,21,0,1,9,5,*89D
1278,Mo Vaughn*\vaughmo01,32,ANA,AL,161,712,614,93,167,31,0,36,117,2,0,79,181,0.272,0.365,0.498,0.864,115,306,14,14,0,5,11,*3D
643,Adam Kennedy*\kennead01,24,ANA,AL,156,641,598,82,159,33,11,9,72,22,8,28,73,0.266,0.3,0.403,0.703,75,241,10,3,8,4,5,*4
1102,Tim Salmon\salmoti01,31,ANA,AL,158,680,568,108,165,36,2,34,97,0,2,104,139,0.29,0.404,0.54,0.945,135,307,14,6,0,2,5,*9D
438,Troy Glaus\glaustr01,23,ANA,AL,159,678,563,120,160,37,1,47,102,14,11,112,163,0.284,0.404,0.604,1.008,150,340,14,2,0,1,6,*5/6D
852,Bengie Molina\molinbe01,25,ANA,AL,130,513,473,59,133,20,2,14,71,1,0,23,33,0.281,0.318,0.421,0.739,84,199,17,6,4,7,0,*2/D
427,Benji Gil\gilbe01,27,ANA,AL,110,343,301,28,72,14,1,6,23,10,6,30,59,0.239,0.317,0.352,0.669,68,106,7,5,5,2,0,6/4D3
1182,Scott Spiezio#\spiezsc01,27,ANA,AL,123,345,297,47,72,11,2,17,49,1,2,40,56,0.242,0.334,0.465,0.799,99,138,5,3,1,4,2,D35/749
946,Orlando Palmeiro*\palmeor01,31,ANA,AL,108,296,243,38,73,20,2,0,25,4,1,38,20,0.3,0.395,0.399,0.794,101,97,4,2,10,3,0,79D/8
1208,Kevin Stocker#\stockke01,30,ANA,AL,70,272,229,21,45,13,3,0,16,0,3,32,54,0.197,0.299,0.279,0.579,47,64,8,2,8,1,0,6
1303,Matt Walbeck#\walbema01,30,ANA,AL,47,155,146,17,29,5,0,6,12,0,1,7,22,0.199,0.24,0.356,0.596,48,52,2,1,1,0,0,2/3D
413,Ron Gant\gantro01,35,ANA,AL,34,103,82,15,19,3,1,6,16,1,2,20,18,0.232,0.379,0.512,0.891,122,42,0,0,0,1,0,7D
243,Edgard Clemente\clemeed02,24,ANA,AL,46,80,78,4,17,2,0,0,5,0,1,0,27,0.218,0.228,0.244,0.471,19,19,0,1,1,0,0,79D/8
324,Gary Disarcina\disarga01,32,ANA,AL,12,42,38,6,15,2,0,1,11,0,1,1,3,0.395,0.425,0.526,0.951,138,20,1,1,2,0,0,6
80,Justin Baughman\baughju01,25,ANA,AL,16,23,22,4,5,2,0,0,0,3,0,1,2,0.227,0.261,0.318,0.579,45,7,0,0,0,0,0,/46D
742,Keith Luuloa\luuloke01,25,ANA,AL,6,19,18,3,6,0,0,0,0,0,0,1,1,0.333,0.368,0.333,0.702,79,6,0,0,0,0,0,/64
1389,Shawn Wooten\wootesh01,27,ANA,AL,7,9,9,2,5,1,0,0,1,0,0,0,0,0.556,0.556,0.667,1.222,207,6,0,0,0,0,0,/23
255,Brian Cooper\coopebr01,25,ANA,AL,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,1
603,Keith Johnson\johnske04,29,ANA,AL,6,7,4,2,2,0,0,0,0,0,0,2,0,0.5,0.667,0.5,1.167,201,2,0,0,1,0,0,/346
145,Kent Bottenfield\botteke01,31,ANA,AL,1,3,3,1,2,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.333,238,2,0,0,0,0,0,1
342,Trent Durrington\durritr01,24,ANA,AL,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,1,0,0,0,0,/4
543,Ken Hill\hillke01,34,ANA,AL,2,4,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,69,1,0,0,1,0,0,1
1122,Scott Schoeneweis*\schoesc01,26,ANA,AL,1,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667,69,1,0,0,0,0,0,1
1319,Jarrod Washburn*\washbja01,25,ANA,AL,2,6,3,0,1,0,0,0,2,0,0,1,0,0.333,0.5,0.333,0.833,116,1,0,0,2,0,0,1
365,Seth Etherton\etherse01,23,ANA,AL,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0.333,0,0.333,-5,0,0,0,0,0,0,1
505,Shigetoshi Hasegawa\hasegsh01,31,ANA,AL,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
407,Mike Fyhrie\fyhrimi01,30,ANA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
559,Mike Holtz*\holtzmi01,27,ANA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
694,Al Levine*\levinal01,32,ANA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
964,Troy Percival\percitr01,30,ANA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
980,Mark Petkovsek\petkoma01,34,ANA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1001,Lou Pote\potelo01,28,ANA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1324,Eric Weaver\weaveer01,26,ANA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
447,Luis Gonzalez*\gonzalu01,32,ARI,NL,162,722,618,106,192,47,2,31,114,2,4,78,85,0.311,0.392,0.544,0.935,130,336,12,12,2,12,6,*7
1384,Tony Womack*\womacto01,30,ARI,NL,146,659,617,95,167,21,14,7,57,45,11,30,74,0.271,0.307,0.384,0.692,71,237,6,5,2,5,0,*6/9
93,Jay Bell\bellja01,34,ARI,NL,149,649,565,87,151,30,6,18,68,7,3,70,88,0.267,0.348,0.437,0.786,94,247,7,3,6,5,0,*4/D
381,Steve Finley*\finlest01,35,ARI,NL,152,623,539,100,151,27,5,35,96,12,6,65,87,0.28,0.361,0.544,0.904,121,293,9,8,2,9,7,*8/D
1364,Matt Williams\willima04,34,ARI,NL,96,397,371,43,102,18,2,12,47,1,2,20,51,0.275,0.315,0.431,0.746,83,160,11,3,0,3,1,5/D
247,Greg Colbrunn\colbrgr01,30,ARI,NL,116,385,329,48,103,22,1,15,57,0,1,43,45,0.313,0.405,0.523,0.928,129,172,13,10,0,3,2,3/D5
833,Damian Miller\milleda02,30,ARI,NL,100,364,324,43,89,24,0,10,44,2,2,36,74,0.275,0.347,0.441,0.788,95,143,6,1,1,2,4,2/3
83,Danny Bautista\bautida01,28,ARI,NL,87,294,262,45,83,16,7,7,47,5,2,20,30,0.317,0.366,0.511,0.877,115,134,10,3,4,5,4,98/7
1205,Kelly Stinnett\stinnke01,30,ARI,NL,76,265,240,22,52,7,0,8,33,0,1,19,56,0.217,0.291,0.346,0.636,58,83,5,6,0,0,4,2
689,Travis Lee*\leetr01,25,ARI,NL,72,250,224,34,52,13,0,8,40,5,1,25,46,0.232,0.308,0.397,0.705,74,89,6,0,0,1,1,93/8
340,Erubiel Durazo*\durazer01,26,ARI,NL,67,233,196,35,52,11,0,8,33,1,0,34,43,0.265,0.373,0.444,0.817,103,87,3,1,0,2,2,3
266,Craig Counsell*\counscr01,29,ARI,NL,67,177,152,23,48,8,1,2,11,3,3,20,18,0.316,0.4,0.421,0.821,105,64,4,2,1,1,0,45/6
398,Hanley Frias#\friasha01,26,ARI,NL,75,129,112,18,23,5,0,2,6,2,2,17,18,0.205,0.31,0.304,0.614,54,34,3,0,0,0,0,64/5
252,Jason Conti*\contija01,25,ARI,NL,47,99,91,11,21,4,3,1,15,3,0,7,30,0.231,0.293,0.374,0.667,64,34,2,1,0,0,2,9/87
392,Andy Fox*\foxan01,29,ARI,NL,31,90,86,10,18,4,0,1,10,2,1,4,16,0.209,0.244,0.291,0.535,33,25,1,0,0,0,1,5/9387
503,Lenny Harris*\harrile01,35,ARI,NL,36,91,85,9,16,1,1,1,13,5,0,3,5,0.188,0.209,0.259,0.468,16,22,3,0,0,3,1,5/9
608,Randy Johnson\johnsra05,36,ARI,NL,34,92,83,4,13,2,0,0,8,0,0,3,35,0.157,0.195,0.181,0.376,-5,15,1,1,5,0,0,1
189,Alex Cabrera\cabreal02,28,ARI,NL,31,87,80,10,21,2,1,5,14,0,0,4,21,0.263,0.299,0.5,0.799,94,40,3,1,0,2,0,39/7
653,Danny Klassen\klassda01,24,ARI,NL,29,87,76,13,18,3,0,2,8,1,1,8,24,0.237,0.318,0.355,0.673,67,27,0,1,2,0,0,5/6
431,Bernard Gilkey\gilkebe01,33,ARI,NL,38,81,73,6,8,1,0,2,6,0,0,7,16,0.11,0.185,0.205,0.391,-3,15,3,0,0,1,2,9/7
