1.39,0.7038799,3.17,0.2961202,1.0,04,20,NYY,KCR
1.65,0.65748036,2.33,0.3425196,1.0,04,20,STL,NYM
1.75,0.52809256,2.16,0.47190738,0.0,04,20,CHC,ARI
2.67,0.38666177,1.53,0.6133383,0.0,04,20,BAL,MIN
1.73,0.6312634,2.18,0.3687366,1.0,04,20,PIT,SFG
1.74,0.5868358,2.17,0.41316423,0.0,04,20,OAK,TOR
1.7,0.57529765,2.22,0.42470232,1.0,04,20,CLE,ATL
3.06,0.33199367,1.42,0.6680063,1.0,04,20,FLA,WSN
1.72,0.60272145,2.21,0.39727852,0.0,04,20,TBD,BOS
1.99,0.5051803,1.87,0.49481973,1.0,04,20,MIL,LAD
1.7,0.6249207,2.22,0.3750793,0.0,04,20,CLE,ATL
2.67,0.48454115,1.53,0.5154588,0.0,04,20,BAL,MIN
2.92,0.3380214,1.44,0.6619786,1.0,04,20,TEX,HOU
1.71,0.45896718,2.24,0.54103273,0.0,04,20,COL,PHI
1.79,0.47817308,2.11,0.5218269,0.0,04,20,SDP,CIN
1.83,0.52771586,2.03,0.47228414,0.0,04,20,ANA,SEA
2.32,0.39593443,1.66,0.6040656,0.0,04,21,BAL,MIN
1.46,0.71127445,2.82,0.28872555,1.0,04,21,NYY,KCR
1.87,0.5163704,1.99,0.48362958,1.0,04,21,DET,CHW
2.41,0.39030582,1.61,0.6096942,0.0,04,21,FLA,WSN
1.67,0.599722,2.28,0.400278,0.0,04,21,PIT,SFG
2.14,0.46983302,1.76,0.530167,0.0,04,21,MIL,LAD
1.87,0.48655087,1.99,0.5134491,0.0,04,21,TBD,BOS
2.19,0.48561388,1.73,0.51438606,1.0,04,21,STL,NYM
1.91,0.49681118,1.94,0.50318885,1.0,04,21,CHC,ARI
3.17,0.34736186,1.39,0.65263814,1.0,04,21,TEX,HOU
2.18,0.5308501,1.75,0.46914986,1.0,04,21,COL,PHI
1.82,0.5233652,2.05,0.47663483,1.0,04,21,ANA,SEA
1.67,0.60213786,2.3,0.39786208,0.0,04,21,OAK,TOR
1.92,0.55563444,1.94,0.44436547,1.0,04,21,SDP,CIN
1.9,0.5484239,1.96,0.4515762,0.0,04,21,CLE,ATL
1.88,0.51363635,1.98,0.4863637,1.0,04,22,NYM,PHI
2.11,0.50800467,1.77,0.49199536,0.0,04,22,BAL,CHW
1.74,0.5722941,2.18,0.42770588,0.0,04,22,PIT,ARI
1.56,0.6340847,2.55,0.3659154,1.0,04,22,TBD,KCR
1.65,0.5807007,2.33,0.41929933,1.0,04,22,STL,MIL
1.47,0.6858262,2.8,0.31417385,0.0,04,23,BOS,DET
1.42,0.69218814,3.03,0.30781183,0.0,04,23,CLE,FLA
2.0,0.47931197,1.87,0.52068806,1.0,04,23,CIN,ATL
2.16,0.47019115,1.75,0.5298088,1.0,04,23,BAL,CHW
1.9,0.5748229,1.97,0.42517713,0.0,04,23,PIT,ARI
1.89,0.5683907,1.97,0.43160927,0.0,04,23,TOR,SFG
1.47,0.62310314,2.8,0.37689683,0.0,04,23,BOS,DET
1.79,0.58499336,2.11,0.41500667,1.0,04,23,NYM,PHI
1.52,0.6637139,2.67,0.33628613,1.0,04,23,TBD,KCR
1.84,0.53788626,2.04,0.4621138,1.0,04,23,STL,MIL
1.6,0.61009973,2.46,0.38990024,1.0,04,23,HOU,MIN
1.8,0.433016,2.08,0.566984,0.0,04,23,COL,WSN
1.86,0.44282445,2.01,0.5571756,0.0,04,23,ANA,NYY
1.68,0.61637396,2.28,0.38362607,1.0,04,23,OAK,TEX
1.62,0.63301235,2.4,0.36698768,1.0,04,24,CLE,FLA
1.43,0.70207614,2.96,0.2979239,0.0,04,24,TBD,KCR
1.74,0.51245844,2.15,0.48754153,1.0,04,24,STL,MIL
2.33,0.57324696,1.61,0.42675304,1.0,04,24,COL,WSN
1.65,0.6243538,2.33,0.37564617,1.0,04,24,OAK,TEX
1.73,0.5527629,2.2,0.44723707,1.0,04,24,SDP,SEA
2.05,0.61876357,1.82,0.38123643,0.0,04,24,TOR,SFG
1.98,0.50538194,1.89,0.4946181,0.0,04,24,CIN,ATL
2.16,0.5205069,1.74,0.47949308,0.0,04,24,NYM,PHI
1.8,0.5154305,2.08,0.48456943,1.0,04,24,BAL,CHW
1.87,0.51298565,1.99,0.48701438,0.0,04,24,PIT,ARI
1.46,0.6480447,2.86,0.35195535,1.0,04,24,BOS,DET
1.89,0.4672309,1.97,0.5327691,1.0,04,24,CHC,LAD
1.67,0.68643975,2.3,0.31356022,1.0,04,24,HOU,MIN
1.94,0.45270497,1.92,0.547295,0.0,04,24,ANA,NYY
1.89,0.5122623,1.96,0.48773772,0.0,04,25,PIT,ARI
2.02,0.49447617,1.84,0.5055238,0.0,04,25,CHC,LAD
1.7,0.5412579,2.22,0.45874205,1.0,04,25,CIN,ATL
1.5,0.6806921,2.7,0.3193079,0.0,04,25,PHI,FLA
1.43,0.6466248,2.95,0.35337523,1.0,04,25,BOS,DET
2.01,0.40763035,1.85,0.5923696,1.0,04,25,ANA,NYY
1.55,0.65428525,2.55,0.34571475,1.0,04,26,PHI,FLA
1.47,0.64627224,2.8,0.35372776,0.0,04,26,WSN,SDP
1.79,0.51239204,2.09,0.487608,1.0,04,26,TOR,OAK
1.59,0.6016749,2.46,0.39832503,0.0,04,26,NYM,MIL
1.63,0.6014847,2.36,0.39851528,0.0,04,26,ATL,COL
1.63,0.59110737,2.35,0.4088926,0.0,04,26,HOU,CLE
1.67,0.6334517,2.28,0.36654827,1.0,04,26,SEA,TEX
1.51,0.6892181,2.68,0.31078187,1.0,04,27,MIN,BAL
1.67,0.5858001,2.28,0.41419986,1.0,04,27,STL,CIN
1.93,0.48895293,1.92,0.51104707,1.0,04,27,TOR,OAK
1.75,0.5688102,2.14,0.43118975,0.0,04,27,BOS,TBD
1.77,0.58586717,2.11,0.4141328,1.0,04,27,HOU,CLE
1.99,0.38875178,1.87,0.6112482,0.0,04,27,SFG,NYY
1.59,0.63916284,2.46,0.36083722,0.0,04,27,WSN,SDP
1.51,0.6639446,2.68,0.3360554,1.0,04,27,PHI,FLA
1.75,0.55917203,2.15,0.440828,0.0,04,27,NYM,MIL
1.95,0.45384762,1.9,0.5461524,1.0,04,27,KCR,ANA
1.82,0.5842695,2.06,0.41573042,0.0,04,27,ATL,COL
1.92,0.5361996,1.93,0.46380034,0.0,04,27,ARI,CHC
1.54,0.65359336,2.58,0.34640664,1.0,04,27,LAD,PIT
1.71,0.56572133,2.21,0.4342786,0.0,04,27,SEA,TEX
1.72,0.6151192,2.19,0.38488078,0.0,04,28,BOS,TBD
1.58,0.64244694,2.48,0.35755306,1.0,04,28,PHI,FLA
2.04,0.4751695,1.83,0.5248305,1.0,04,28,TOR,OAK
1.8,0.50967455,2.07,0.49032545,1.0,04,28,NYM,MIL
1.59,0.5771828,2.45,0.42281714,1.0,04,28,ATL,COL
2.06,0.5725787,1.81,0.42742133,1.0,04,28,WSN,SDP
2.03,0.546874,1.83,0.45312604,1.0,04,28,CHW,DET
1.46,0.6799553,2.84,0.3200447,1.0,04,28,MIN,BAL
1.95,0.45444867,1.9,0.54555124,0.0,04,28,KCR,ANA
1.69,0.6034511,2.24,0.39654902,1.0,04,28,STL,CIN
2.12,0.42326745,1.77,0.5767326,0.0,04,28,SFG,NYY
1.89,0.5156542,1.96,0.48434585,0.0,04,28,ARI,CHC
1.47,0.63428223,2.82,0.3657178,1.0,04,28,LAD,PIT
1.92,0.6036708,1.94,0.39632916,0.0,04,28,SEA,TEX
1.91,0.5626421,1.94,0.43735787,1.0,04,28,HOU,CLE
1.71,0.5706866,2.22,0.42931345,1.0,04,29,BOS,OAK
1.75,0.58142513,2.14,0.41857487,0.0,04,29,WSN,STL
