1.75,0.6713532,2.15,0.124817654,1.0,04,20,DET,KCR
2.07,0.36767277,1.81,0.62475795,1.0,04,20,BAL,CLE
1.52,0.39148375,2.66,0.7076544,0.0,04,20,NYY,TOR
1.9,0.51164746,1.97,0.48417765,1.0,04,20,PHI,PIT
1.75,0.63251436,2.15,0.1511628,0.0,04,20,DET,KCR
1.76,0.3424166,2.15,0.7124624,1.0,04,20,TBD,MIN
2.26,0.4663276,1.69,0.5028223,0.0,04,20,ATL,NYM
1.79,0.58340603,2.11,0.3210947,0.0,04,20,TEX,SEA
3.32,0.2547411,1.37,0.6508102,0.0,04,20,CHW,HOU
1.62,0.6324443,2.42,0.29840216,1.0,04,20,MIL,FLA
1.47,0.64598423,2.83,0.28706303,1.0,04,20,STL,CIN
1.93,0.46771112,1.93,0.49869707,0.0,04,20,COL,CHC
1.89,0.5865612,1.99,0.45279834,0.0,04,20,ARI,SDP
2.23,0.17884442,1.71,0.8005791,0.0,04,20,OAK,BOS
1.64,0.58821607,2.36,0.32111195,0.0,04,20,ANA,SFG
1.66,0.4823589,2.33,0.5964421,0.0,04,20,LAD,WSN
1.61,0.3875831,2.44,0.70798284,1.0,04,21,NYY,TOR
1.88,0.56875986,1.99,0.32928172,1.0,04,21,DET,KCR
1.44,0.66753775,2.97,0.27503717,1.0,04,21,STL,CIN
2.75,0.37454244,1.49,0.5243538,0.0,04,21,BAL,CLE
1.55,0.6202095,2.59,0.30942306,1.0,04,21,PHI,PIT
1.78,0.4402029,2.12,0.6079714,1.0,04,21,TBD,MIN
2.42,0.47437477,1.62,0.49927843,1.0,04,21,ATL,NYM
2.87,0.23815592,1.46,0.7293843,0.0,04,21,CHW,HOU
1.51,0.6379122,2.7,0.29633322,1.0,04,21,MIL,FLA
2.5,0.46126983,1.59,0.49675354,0.0,04,21,TEX,SEA
1.59,0.6112508,2.48,0.44022745,1.0,04,21,ARI,SDP
2.14,0.40015447,1.76,0.62077904,1.0,04,21,COL,CHC
2.5,0.16195305,1.59,0.80236477,1.0,04,21,OAK,BOS
1.45,0.59441495,2.91,0.44551268,1.0,04,21,ANA,SFG
1.98,0.43398663,1.89,0.6097964,1.0,04,21,LAD,WSN
3.29,0.3756372,1.37,0.52373445,0.0,04,22,BAL,CLE
1.4,0.51100117,3.11,0.5935329,1.0,04,22,NYY,TOR
1.57,0.6299885,2.54,0.29896873,0.0,04,22,DET,KCR
1.84,0.5122744,2.04,0.48010293,1.0,04,22,TBD,MIN
